key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
361,"e0069","e0069",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,49,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
362,"e0070","e0070",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,50,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
363,"e0071","e0071",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,34,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
364,"e0072","e0072",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,50,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
365,"e0073","e0073",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,50,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
366,"e0074","e0074",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,49,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
367,"e0075","e0075",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,50,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
368,"e0076","e0076",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,34,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
369,"e0077","e0077",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,50,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
370,"e0078","e0078",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,49,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
371,"e0079","e0079",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,50,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,"e0080","e0080",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,34,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
373,"e0081","e0081",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,39,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
374,"e0082","e0082",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,49,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
375,"e0083","e0083",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,50,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
376,"e0084","e0084",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,34,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
377,"e0085","e0085",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,44,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
378,"e0086","e0086",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,50,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
379,"e0087","e0087",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,46,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
380,"e0090","e0090",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,50,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
381,"e0091","e0091",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,14,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
382,"e0092","e0092",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,19,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
383,"e0093","e0093",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,19,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
384,"e0094","e0094",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,24,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
385,"e0095","e0095",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,29,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
386,"e0096","e0096",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,34,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
387,"e0097","e0097",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,50,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
388,"e0098","e0098",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,34,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
389,"e0099","e0099",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,39,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
390,"e0100","e0100",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,44,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
391,"e0101","e0101",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,49,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
392,"e0102","e0102",5,,False,0,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,50,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
393,"e0103","e0103",5,,False,1,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,60,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
394,"e0104","e0104",5,,False,1,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,60,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"",0,0,"",0,"",0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
